id,name,categories,difficulty,solved
1234B1,"Social Network (easy version)","implementation",1000,14344
1234A,"Equalize Prices Again","math",800,20639
1231E,"Middle-Out","constructive algorithms;greedy;strings",2200,466
1231C,"Increasing Matrix","greedy",1100,2184
1230B,"Ania and Minimizing","greedy;implementation",1000,13972
1230A,"Dawid and Bags of Candies","brute force;implementation",800,16896
1228F,"One Node is Gone","constructive algorithms;implementation;trees",2500,326
1228E,"Another Filling the Grid","combinatorics;dp;math",2300,1573
1228D,"Complete Tripartite","brute force;constructive algorithms;graphs;hashing;implementation",1900,4165
1228C,"Primes and Multiplication","math;number theory",1700,6807
1228B,"Filling the Grid","implementation;math",1400,9581
1228A,"Distinct Digits","brute force;implementation",800,17170
1227G,"Not Same","constructive algorithms",2600,486
1227F2,"Wrong Answer on test 233 (Hard Version)","combinatorics;math",2400,955
1227F1,"Wrong Answer on test 233 (Easy Version)","dp",2200,1249
1227E,"Arson In Berland Forest","binary search;graphs;graphs;shortest paths",2200,1128
1227D2,"Optimal Subsequences (Hard Version)","data structures;greedy",1800,3265
1227D1,"Optimal Subsequences (Easy Version)","data structures;greedy",1600,4791
1227C,"Messy","constructive algorithms",1700,4299
1227B,"Box","constructive algorithms",1200,6910
1227A,"Math Problem","math",1100,7831
1225G,"To Make 1","bitmasks;constructive algorithms;dp;greedy;number theory",3100,186
1225F,"Tree Factory","constructive algorithms;greedy;trees",2500,614
1225E,"Rock Is Push","binary search;dp",2200,1344
1225D,"Power Products","hashing;math;number theory",1800,4491
1225C,"p-binary","bitmasks;brute force;math",1600,6524
1225B2,"TV Subscriptions (Hard Version)","implementation;two pointers",1300,7752
1225B1,"TV Subscriptions (Easy Version)","implementation",1000,9551
1225A,"Forgetting Things","math",900,12076
1223G,"Wooden Raft","binary search;math;number theory",3200,132
1223F,"Stack Exterminable Arrays","data structures;divide and conquer;dp;hashing",2600,712
1223E,"Paint the Tree","dp;sortings;trees",2100,1910
1223D,"Sequence Sorting","dp;greedy;two pointers",2000,3087
1223C,"Save the Nature","binary search;greedy",1600,5738
1223B,"Strings Equalization","strings",1000,11312
1223A,"CME","math",800,17753
1221G,"Graph And Numbers","bitmasks;brute force;combinatorics;dp;meet-in-the-middle",2900,262
1221F,"Choose a Square","binary search;data structures;sortings",2400,651
1221E,"Game With String","games",2500,791
1221D,"Make The Fence Great Again","dp",1800,5864
1221C,"Perfect Team","binary search;math",1200,13028
1221B,"Knights","constructive algorithms;greedy",1100,9357
1221A,"2048 Game","brute force;greedy;math",1000,12744
1220G,"Geolocation","geometry",3400,28
1220F,"Gardener Alex","binary search;data structures",2700,457
1220E,"Tourism","dfs and similar;dp;dsu;graphs;greedy;trees",2200,1805
1220D,"Alex and Julian","bitmasks;math;number theory",1900,2957
1220C,"Substring Game in the Lesson","games;greedy;strings",1300,7698
1220B,"Multiplication Table","math;number theory",1300,9027
1220A,"Cards","implementation;sortings;strings",800,19906
1219G,"Harvester","implementation",2000,408
1219C,"Periodic integer number","implementation;strings",1700,1182
1218I,"The Light Square","2-sat;dfs and similar;greedy",2100,414
1218H,"Function Composition","dfs and similar",2900,65
1218G,"Alpha planetary system","constructive algorithms;graphs;shortest paths",3000,21
1218F,"Workout plan","data structures;greedy",1500,1894
1218E,"Product Tuples","divide and conquer;fft",2500,230
1218D,"Xor Spanning Tree","divide and conquer;fft;graphs",2400,197
1218C,"Jumping Transformers","dp",2600,112
1218B,"Guarding warehouses","data structures;geometry",3000,31
1218A,"BubbleReactor","dp;graphs",2800,56
1217F,"Forced Online Queries Problem","data structures;divide and conquer;dsu;graphs;trees",2600,280
1217E,"Sum Queries?","data structures;greedy;implementation;math",2300,1256
1217D,"Coloring Edges","constructive algorithms;dfs and similar;graphs",2100,3619
1217C,"The Number Of Good Substrings","binary search;bitmasks;brute force",1700,5619
1217B,"Zmei Gorynich","greedy;math",1600,8447
1217A,"Creating a Character","binary search;math",1300,11339
1216F,"Wi-Fi","data structures;dp;greedy",2100,1469
1216E2,"Numerical Sequence (hard version)","binary search;math",2200,994
1216E1,"Numerical Sequence (easy version)","binary search;brute force;math",1900,2533
1216D,"Swords","math",1300,8200
1216C,"White Sheet","geometry;math",1700,5168
1216B,"Shooting","greedy;implementation;sortings",900,13041
1216A,"Prefixes","strings",800,14419
1215F,"Radio Stations","2-sat",2700,410
1215E,"Marbles","bitmasks;dp",2200,2013
1215D,"Ticket Game","games;greedy;math",1700,4710
1215C,"Swap Letters","constructive algorithms;greedy",1500,7703
1215B,"The Number of Products","combinatorics;dp;implementation",1400,8485
1215A,"Yellow Cards","greedy;implementation;math",1000,9423
1214H,"Tiles Placement","constructive algorithms;dfs and similar;trees",2800,262
1214G,"Feeling Good","bitmasks;data structures",3200,153
1214F,"Employment","greedy;sortings",2700,312
1214E,"Petya and Construction Set","constructive algorithms;graphs;math;sortings;trees",2000,2004
1214D,"Treasure Island","dfs and similar;dp;flows;hashing",1900,3888
1214C,"Bad Sequence","data structures;greedy",1200,8937
1214B,"Badges","brute force;math",1100,8171
1214A,"Optimal Currency Exchange","brute force;math",1400,7106
1213G,"Path Queries","divide and conquer;dsu;graphs;sortings;trees",1800,3773
1213F,"Unstable String Sort","data structures;dfs and similar;dsu;graphs;greedy;implementation;strings",2100,1640
1213E,"Two Small Strings","brute force;constructive algorithms",1900,3732
1213D2,"Equalizing by Division (hard version)","brute force;math;sortings",1600,7705
1213D1,"Equalizing by Division (easy version)","brute force;implementation",1500,7924
1213C,"Book Reading","math",1200,13353
1213B,"Bad Prices","data structures;implementation",1100,16439
1213A,"Chips Moving","math",900,17695
1211I,"Unusual Graph","*special problem;graphs",3000,20
1211H,"Road Repair in Treeland","*special problem;binary search;dp;trees",3100,27
1211G,"King's Path","*special problem;math;trees",2500,48
1211F,"kotlinkotlinkotlinkotlin...","*special problem;graphs;implementation;strings",2300,95
1211E,"Double Permutation Inc.","*special problem;binary search;greedy",2000,157
1211D,"Teams","*special problem;binary search;greedy;math",2000,164
1211C,"Ice Cream","*special problem;greedy;sortings",1700,388
1211B,"Traveling Around the Golden Ring of Berland","*special problem;implementation",1500,619
1211A,"Three Problems","*special problem;implementation",1000,807
1210G,"Mateusz and Escape Room","dp",3500,38
1210F2,"Marek and Matching (hard version)","brute force;probabilities",3200,83
1210F1,"Marek and Matching (easy version)","brute force;probabilities",3100,101
1210E,"Wojtek and Card Tricks","math",2700,280
1210D,"Konrad and Company Evaluation","graphs",2400,1174
1210C,"Kamil and Making a Stream","math;number theory;trees",2000,2495
1210B,"Marcin and Training Camp","brute force;greedy",1700,4827
1210A,"Anadi and Domino","brute force;graphs",1700,4432
1209H,"Moving Walkways","data structures;greedy;math",3300,75
1209G2,"Into Blocks (hard version)","data structures",3200,128
1209G1,"Into Blocks (easy version)","data structures;dsu;greedy;implementation;two pointers",2000,2051
1209F,"Koala and Notebook","data structures;dfs and similar;graphs;shortest paths;strings;trees",2600,610
1209E2,"Rotate Columns (hard version)","bitmasks;dp;greedy;sortings",2500,1164
1209E1,"Rotate Columns (easy version)","bitmasks;brute force;dp;greedy;sortings",2000,1953
1209D,"Cow and Snacks","dfs and similar;dsu;graphs",1700,5584
1209C,"Paint the Digits","constructive algorithms;greedy;implementation",1500,5662
1209B,"Koala and Lights","implementation;math;number theory",1300,6672
1209A,"Paint the Numbers","greedy;implementation;math",800,9932
1208H,"Red Blue Tree","data structures;implementation;trees",3500,52
1208G,"Polygons","greedy;math;number theory",2800,458
1208F,"Bits And Pieces","bitmasks;dfs and similar;dp;greedy",2600,984
1208E,"Let Them Slide","data structures;implementation",2200,1539
1208D,"Restore Permutation","binary search;data structures;greedy;implementation",1900,3548
1208C,"Magic Grid","constructive algorithms",1800,4772
1208B,"Uniqueness","binary search;brute force;implementation;two pointers",1500,7345
1208A,"XORinacci","math",900,12594
1207G,"Indie Album","data structures;dfs and similar;hashing;string suffix structures;strings;trees",2700,479
1207F,"Remainder Problem","brute force;data structures;implementation",2100,2709
1207E,"XOR Guessing","bitmasks;interactive;math",1900,4097
1207D,"Number Of Permutations","combinatorics",1800,4309
1207C,"Gas Pipeline","dp;greedy",1500,7376
1207B,"Square Filling","constructive algorithms;greedy;implementation",1200,10711
1207A,"There Are Two Types Of Burgers","brute force;greedy;implementation;math",800,17602
1206B,"Make Product Equal One","dp;implementation",900,17716
1206A,"Choose Two Numbers","math;sortings",800,17563
1205F,"Beauty of a Permutation","constructive algorithms;math",3400,62
1205E,"Expected Value Again","combinatorics;strings",3100,129
1205D,"Almost All","constructive algorithms;trees",2700,408
1205C,"Palindromic Paths","implementation;interactive",2400,907
1205B,"Shortest Cycle","bitmasks;brute force;graphs;shortest paths",1900,4785
1205A,"Almost Equal","constructive algorithms;greedy;math",1200,11222
1204E,"Natasha, Sasha and the Prefix Sums","combinatorics;dp;math;number theory",2300,1029
1204D2,"Kirk and a Binary String (hard version)","data structures;greedy;math;strings",2100,2409
1204D1,"Kirk and a Binary String (easy version)","brute force;greedy;strings",2000,2327
1204C,"Anna, Svyatoslav and Maps","dp;graphs;greedy;shortest paths",1700,5260
1204B,"Mislove Has Lost an Array","greedy;math",900,13702
1204A,"BowWow and the Timetable","math",1000,13906
1203F2,"Complete the Projects (hard version)","dp;greedy",2300,1656
1203F1,"Complete the Projects (easy version)","greedy",2100,2197
1203E,"Boxers","greedy;sortings",1500,9173
1203D2,"Remove the Substring (hard version)","binary search;greedy;implementation;two pointers",1700,5100
1203D1,"Remove the Substring (easy version)","greedy;implementation",1600,6123
1203C,"Common Divisors","implementation;math",1300,12629
1203B,"Equal Rectangles","greedy;math",1200,11438
1203A,"Circle of Students","implementation",1000,13045
1202F,"You Are Given Some Letters...","binary search;implementation;math",2700,230
1202E,"You Are Given Some Strings...","brute force;string suffix structures;strings",2400,838
1202D,"Print a 1337-string...","combinatorics;constructive algorithms;math;strings",1900,3631
1202C,"You Are Given a WASD-string...","brute force;data structures;dp;greedy;implementation;math;strings",2100,1711
1202B,"You Are Given a Decimal String...","brute force;dp;shortest paths",1700,3527
1202A,"You Are Given Two Binary Strings...","bitmasks;greedy",1100,6848
1201E2,"Knightmare (hard)","graphs;interactive;shortest paths",3000,86
1201E1,"Knightmare (easy)","graphs;interactive;shortest paths",2900,78
1201D,"Treasure Hunting","binary search;dp;greedy;implementation",2100,1633
1201C,"Maximum Median","binary search;greedy;math;sortings",1400,10369
1201B,"Zero Array","greedy;math",1500,11274
1201A,"Important Exam","implementation;strings",900,11575
1200F,"Graph Traveler","brute force;data structures;dfs and similar;dp;graphs;implementation;math;number theory",2300,673
1200E,"Compress Words","brute force;hashing;implementation;string suffix structures;strings",2000,3688
1200D,"White Lines","brute force;data structures;dp;implementation;two pointers",1900,3246
1200C,"Round Corridor","math;number theory",1400,7867
1200B,"Block Adventure","dp;greedy",1200,10848
1200A,"Hotelier","brute force;data structures;implementation",800,15336
1199B,"Water Lily","geometry;math",1000,13577
1199A,"City Day","implementation",1000,10779
1198F,"GCD Groups 2","greedy;number theory;probabilities",2900,360
1198E,"Rectangle Painting 2","flows;graph matchings;graphs",2500,622
1198D,"Rectangle Painting 1","dp",2300,1893
1198C,"Matching vs  Independent Set","constructive algorithms;graphs;greedy;sortings",2000,2358
1198B,"Welfare State","binary search;brute force;data structures;sortings",1600,6972
1198A,"MP3","sortings;two pointers",1600,6979
1197F,"Coloring Game","dp;games;matrices",2700,146
1197E,"Culture Code","binary search;combinatorics;data structures;dp;shortest paths;sortings",2300,1047
1197D,"Yet Another Subarray Problem","dp;greedy;math",1900,3823
1197C,"Array Splitting","greedy;sortings",1400,10214
1197B,"Pillars","greedy;implementation",1000,11076
1197A,"DIY Wooden Ladder","greedy;math;sortings",900,11354
1196F,"K-th Path","brute force;constructive algorithms;shortest paths;sortings",2200,1574
1196E,"Connected Component on a Chessboard","constructive algorithms;implementation",1800,2732
1196D2,"RGB Substring (hard version)","data structures;dp;implementation;two pointers",1600,6641
1196D1,"RGB Substring (easy version)","implementation",1500,7556
1196C,"Robot Breakout","implementation",1500,7357
1196B,"Odd Sum Segments","constructive algorithms;math",1200,11905
1196A,"Three Piles of Candies","brute force;constructive algorithms;math",800,20997
1195F,"Geometers Anonymous Club","data structures;geometry;math;sortings",2500,467
1195E,"OpenStreetMap","data structures;two pointers",2100,2128
1195D2,"Submarine in the Rybinsk Sea (hard edition)","combinatorics;math;number theory",1800,3674
1195D1,"Submarine in the Rybinsk Sea (easy edition)","combinatorics;math;number theory",1500,6422
1195C,"Basketball Exercise","dp",1400,12892
1195B,"Sport Mafia","binary search;brute force;math",1000,13045
1195A,"Drinks Choosing","greedy;math",1000,9949
1194G,"Another Meme Problem","dp",2700,114
1194F,"Crossword Expert","combinatorics;dp;number theory;probabilities;two pointers",2400,599
1194E,"Count The Rectangles","bitmasks;brute force;data structures;geometry;sortings",2200,1342
1194D,"1-2-K Game","games;math",1700,4833
1194C,"From S To T","implementation;strings",1300,9509
1194B,"Yet Another Crosses Problem","implementation",1300,8398
1194A,"Remove a Progression","math",800,13022
1193C,"Scissors and Tape","*special problem;constructive algorithms;geometry",-1,21
1193B,"Magic Tree","*special problem;data structures;dp;trees",-1,235
